,id,date,area,price,age,postalCode,district,percent,totalPrice,dateShamsi,usingType,frameType,year,quarter,month,region
2932,16742718,2018-08-11,140.0,18.214285999999998,1,19319,1,100.0,2550.0,1397/05/20,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,19319.0
5053,15990721,2018-02-04,90.44,4.975674,3,168665,4,100.0,450.0,1396/11/15,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16866.0
3104,16364132,2018-05-23,75.02,7.864569,4,169583,1,100.0,590.0,1397/03/02,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,16958.0
762,17078624,2018-11-12,81.0,10.987654,0,147171,5,100.0,890.0,1397/08/21,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14717.0
6483,15900948,2018-01-13,63.3,2.338073,1,137681,18,100.0,148.0,1396/10/23,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,13768.0
3761,16197769,2018-04-16,64.2,3.115265,4,176489,14,100.0,200.0,1397/01/27,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,17648.0
5867,16032670,2018-02-15,45.05,2.81909,11,135463,10,100.0,127.0,1396/11/26,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13546.0
4141,15957551,2018-01-27,180.81,13.550135999999998,29,147693,5,100.0,2450.0,1396/11/07,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,14769.0
1793,16985927,2018-10-14,64.4,8.618012,16,165575,4,100.0,555.0,1397/07/22,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,16557.0
2758,16333564,2018-05-17,88.0,6.227273,2,134974,9,100.0,548.0,1397/02/27,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13497.0
6296,16938761,2018-10-01,65.0,5.415385,0,171375,13,100.0,352.0,1397/07/09,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-10-01,17137.0
251,16716219,2018-08-05,45.11,4.544447,3,176897,14,100.0,205.0,1397/05/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,17689.0
1402,16768037,2018-08-16,49.9,3.6,4,136697,17,100.0,179.64,1397/05/25,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13669.0
5062,16858618,2018-09-09,54.48,5.047724,15,168775,4,100.0,275.0,1397/06/18,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,16877.0
4203,17085420,2018-11-14,74.79,8.156171,15,176676,14,100.0,610.0,1397/08/23,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,17667.0
4164,17129409,2018-11-28,48.53,9.416856,18,164864,8,100.0,457.0,1397/09/07,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,16486.0
6553,16419612,2018-06-03,48.29,4.431559,3,135677,10,100.0,214.0,1397/03/13,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13567.0
1150,16329713,2018-05-16,299.52,0.275441,47,157383,7,33.0,250.0,1397/02/26,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,15738.0
440,15996260,2018-02-06,100.0,3.8,0,171388,13,100.0,380.0,1396/11/17,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,17138.0
1521,17191950,2018-12-16,42.21,5.9227669999999994,11,161765,7,100.0,250.0,1397/09/25,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-12-01,16176.0
3484,16223418,2018-04-23,125.0,3.88,21,17779,14,100.0,485.0,1397/02/03,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,17779.0
5220,16731004,2018-08-08,51.34,12.076353999999998,6,147693,5,100.0,620.0,1397/05/17,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,14769.0
5248,16033175,2018-02-15,129.87,4.004004,0,134968,9,100.0,520.0,1396/11/26,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13496.0
670,16974758,2018-10-10,69.75,4.444444,15,177991,15,100.0,310.0,1397/07/18,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,17799.0
2754,16229832,2018-04-24,123.0,4.837398,1,133496,11,100.0,595.0,1397/02/04,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,13349.0
5368,17086082,2018-11-14,80.48,13.879225,2,148365,5,100.0,1117.0,1397/08/23,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14836.0
781,16589019,2018-07-10,67.64,8.870491000000001,15,147395,5,100.0,600.0,1397/04/19,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14739.0
2519,16617368,2018-07-16,61.0,3.5245900000000003,0,119797,12,100.0,215.0,1397/04/25,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,11979.0
4789,16992158,2018-10-15,44.79,6.240232,9,173171,13,100.0,279.5,1397/07/23,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,17317.0
73,17018386,2018-10-22,34.0,3.705882,13,179369,15,100.0,126.0,1397/07/30,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,17936.0
3767,16387880,2018-05-28,120.0,5.125,0,178494,15,100.0,615.0,1397/03/07,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17849.0
1488,16382451,2018-05-27,53.94,4.375232,5,176763,14,100.0,236.0,1397/03/06,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,17676.0
492,17138276,2018-12-01,75.47,5.432622,12,165487,4,100.0,410.0,1397/09/10,مسکوني,فلزی,2018-01-01,2018-10-01,2018-12-01,16548.0
752,17086358,2018-11-14,118.0,11.398305,11,147394,5,100.0,1345.0,1397/08/23,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14739.0
6691,16343245,2018-05-20,105.57,4.64147,17,165164,8,100.0,490.0,1397/02/30,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16516.0
804,16422184,2018-06-04,62.94,6.4347,16,14867,5,100.0,405.0,1397/03/14,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14867.0
4259,16706639,2018-08-03,67.42,6.971225,1,163664,8,100.0,470.0,1397/05/12,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,16366.0
3739,16289174,2018-05-08,65.37,5.400030999999999,5,178387,15,100.0,353.0,1397/02/18,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17838.0
2626,16241123,2018-04-27,163.0,6.895706,2,149165,22,100.0,1124.0,1397/02/07,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,14916.0
2272,16291593,2018-05-08,78.68,2.478393,1,179564,15,100.0,195.0,1397/02/18,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,17956.0
4714,16154075,2018-03-19,65.17,3.8437930000000002,19,164484,8,100.0,250.5,1396/12/28,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,16448.0
3709,16191656,2018-04-15,64.22,3.5035809999999996,8,134993,2,100.0,225.0,1397/01/26,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,13499.0
2429,16001945,2018-02-07,178.37,13.455176999999999,0,143464,6,100.0,2400.0,1396/11/18,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14346.0
4288,16515494,2018-06-25,61.17,9.432728,10,147664,2,100.0,577.0,1397/04/04,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-06-01,14766.0
5253,15941009,2018-01-23,131.0,3.206107,12,14987,22,100.0,420.0,1396/11/03,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14987.0
5931,16296857,2018-05-09,59.4,2.542088,12,176376,14,100.0,151.0,1397/02/19,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17637.0
4742,17201263,2018-12-19,42.56,8.294172999999999,15,134681,10,100.0,353.0,1397/09/28,مسکوني,فلزی,2018-01-01,2018-10-01,2018-12-01,13468.0
6411,15976140,2018-02-01,60.0,2.458333,16,167785,4,100.0,147.5,1396/11/12,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16778.0
2968,15960147,2018-01-27,57.68,3.190014,5,189164,19,100.0,184.0,1396/11/07,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,18916.0
4379,16307794,2018-05-12,49.66,3.725332,3,135181,9,100.0,185.0,1397/02/22,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13518.0
2944,16095334,2018-03-03,75.0,4.193333,13,14867,5,100.0,314.5,1396/12/12,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,14867.0
2193,15979911,2018-02-02,81.73,3.291325,5,177571,14,100.0,269.0,1396/11/13,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,17757.0
4396,16684609,2018-07-30,180.71,4.980355,37,153161,7,100.0,900.0,1397/05/08,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,15316.0
1678,17014927,2018-10-21,120.31,14.130164,0,147481,5,100.0,1700.0,1397/07/29,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,14748.0
4081,16404983,2018-05-31,45.92,2.8527869999999997,14,177581,14,100.0,131.0,1397/03/10,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17758.0
2604,16227860,2018-04-24,69.1,6.555716,12,159373,6,100.0,453.0,1397/02/04,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,15937.0
26,16997688,2018-10-16,64.0,12.890625,0,157375,7,100.0,825.0,1397/07/24,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,15737.0
446,16117579,2018-03-08,64.0,6.71875,12,13968,5,100.0,430.0,1396/12/17,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-03-01,13968.0
3629,16225751,2018-04-23,64.73,3.599567,6,176473,14,100.0,233.0,1397/02/03,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,17647.0
3472,16276156,2018-05-06,80.0,6.0,0,166365,4,100.0,480.0,1397/02/16,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16636.0
4375,16369779,2018-05-24,74.56,4.117489,8,176194,14,100.0,307.0,1397/03/03,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17619.0
286,16767157,2018-08-16,83.65,10.280932,13,14766,5,100.0,860.0,1397/05/25,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,14766.0
3772,16673599,2018-07-28,100.0,10.4,0,173897,13,100.0,1040.0,1397/05/06,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,17389.0
1830,15946601,2018-01-24,90.09,6.826507,3,14788,5,100.0,615.0,1396/11/04,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-01-01,14788.0
3009,15888106,2018-01-10,91.6,2.4017470000000003,2,17888,15,100.0,220.0,1396/10/20,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17888.0
3939,16994625,2018-10-16,52.97,6.607514,20,115486,12,100.0,350.0,1397/07/24,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,11548.0
5976,17031723,2018-10-27,57.8,11.193772000000001,20,147488,5,100.0,647.0,1397/08/05,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,14748.0
6513,16540380,2018-06-30,165.0,14.242424,0,19547,11,100.0,2350.0,1397/04/09,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,19547.0
1408,17034031,2018-10-27,68.0,8.764706,0,117473,12,100.0,596.0,1397/08/05,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,11747.0
3100,16358457,2018-05-22,135.0,7.111111,0,176763,14,100.0,960.0,1397/03/01,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,17676.0
3760,16196840,2018-04-16,44.0,4.238636,1,134886,10,100.0,186.5,1397/01/27,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,13488.0
2170,16880003,2018-09-15,145.92,13.500548,21,19988,2,100.0,1970.0,1397/06/24,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,19988.0
5414,16629879,2018-07-18,80.0,7.4,0,147589,5,100.0,592.0,1397/04/27,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14758.0
4523,16642582,2018-07-21,74.51,5.636826999999999,20,168781,4,100.0,420.0,1397/04/30,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,16878.0
478,16505007,2018-06-24,260.0,34.615384999999996,1,19577,1,100.0,9000.0,1397/04/03,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,19577.0
3077,16870721,2018-09-12,71.51,3.649839,1,179873,15,100.0,261.0,1397/06/21,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,17987.0
5182,15993539,2018-02-05,141.62,7.908488,5,176669,14,100.0,1120.0,1396/11/16,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17666.0
3885,15865451,2018-01-04,161.18,12.458121,0,146384,2,100.0,2008.0,1396/10/14,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14638.0
793,15899263,2018-01-13,57.2,5.5594410000000005,11,148164,2,100.0,318.0,1396/10/23,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14816.0
4251,16051945,2018-02-19,53.82,3.994797,0,163686,8,100.0,215.0,1396/11/30,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16368.0
2531,16350442,2018-05-21,63.66,2.953189,6,117891,12,100.0,188.0,1397/02/31,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,11789.0
1062,15895881,2018-01-12,54.4,2.481618,16,119479,11,100.0,135.0,1396/10/22,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,11947.0
3004,16257639,2018-04-30,59.16,2.197431,5,137894,18,100.0,130.0,1397/02/10,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,13789.0
1865,16678970,2018-07-29,48.01,3.322225,16,163865,7,100.0,159.5,1397/05/07,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,16386.0
2958,16039574,2018-02-17,79.12,7.798280999999999,4,148374,5,100.0,617.0,1396/11/28,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14837.0
82,16605806,2018-07-14,71.15,6.886858999999999,2,176774,14,100.0,490.0,1397/04/23,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,17677.0
3174,16613048,2018-07-15,63.0,5.968254,0,178475,15,100.0,376.0,1397/04/24,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,17847.0
2273,15986514,2018-02-04,162.95,8.990488000000001,7,19718,1,100.0,1465.0,1396/11/15,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,19718.0
4186,16456518,2018-06-13,77.84,2.363823,24,119668,11,100.0,184.0,1397/03/23,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,11966.0
2979,15992662,2018-02-05,63.92,3.363579,6,163671,8,100.0,215.0,1396/11/16,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16367.0
5315,15970032,2018-01-30,108.15,5.0,2,164595,8,100.0,540.75,1396/11/10,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16459.0
67,16572564,2018-07-05,86.58,10.799261,2,147487,5,100.0,935.0,1397/04/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14748.0
6698,16730191,2018-08-08,56.17,5.340929,6,13317,10,100.0,300.0,1397/05/17,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13317.0
4016,16370813,2018-05-25,123.5,5.668016000000001,37,17889,15,100.0,700.0,1397/03/04,مسکوني,بدون اسکلت,2018-01-01,2018-04-01,2018-05-01,17889.0
3636,16198854,2018-04-17,90.0,4.5,1,164381,8,100.0,405.0,1397/01/28,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,16438.0
1770,16005717,2018-02-07,70.0,4.0,0,161183,7,100.0,280.0,1396/11/18,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16118.0
6424,16912188,2018-09-25,87.0,10.229885000000001,1,167863,1,100.0,890.0,1397/07/03,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,16786.0
1090,16465317,2018-06-15,73.55,6.050306,2,138866,21,100.0,445.0,1397/03/25,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13886.0
308,16460628,2018-06-13,150.0,11.5,1,19599,3,100.0,1725.0,1397/03/23,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-06-01,19599.0
4322,16823884,2018-09-01,87.4,11.739130000000001,16,146983,5,100.0,1026.0,1397/06/10,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,14698.0
6317,16921671,2018-09-27,200.0,37.0,0,19567,1,100.0,7400.0,1397/07/05,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,19567.0
5746,15988261,2018-02-04,200.0,14.0,0,146888,2,100.0,2800.0,1396/11/15,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,14688.0
497,16577592,2018-07-07,209.51,17.000477,7,19677,3,100.0,3561.77,1397/04/16,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,19677.0
6085,16209860,2018-04-19,130.0,15.692307999999999,1,19357,1,100.0,2040.0,1397/01/30,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,19357.0
1584,16756983,2018-08-14,91.1,14.09989,1,19397,3,100.0,1284.5,1397/05/23,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-08-01,19397.0
5704,16757433,2018-08-14,93.62,4.272591,47,131694,11,100.0,400.0,1397/05/23,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,13169.0
2142,16188296,2018-04-14,91.53,6.746422,7,174975,13,100.0,617.5,1397/01/25,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,17497.0
6308,16578255,2018-07-07,51.98,4.232397,9,165474,4,100.0,220.0,1397/04/16,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,16547.0
3661,16675185,2018-07-28,120.0,9.583333,1,147168,5,100.0,1150.0,1397/05/06,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14716.0
2013,16730209,2018-08-08,121.0,11.099174,0,147594,5,100.0,1343.0,1397/05/17,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,14759.0
920,16235445,2018-04-25,87.43,9.052957000000001,13,153384,7,100.0,791.5,1397/02/05,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,15338.0
6068,16571713,2018-07-05,114.49,6.725478,14,144484,2,100.0,770.0,1397/04/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14448.0
270,16753705,2018-08-13,80.0,8.9375,1,174467,13,100.0,715.0,1397/05/22,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,17446.0
1637,17130694,2018-11-28,49.79,2.410123,12,134677,12,100.0,120.0,1397/09/07,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,13467.0
4468,17037272,2018-10-28,80.0,9.3,0,163587,8,100.0,744.0,1397/08/06,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,16358.0
2346,16025342,2018-02-13,52.96,3.115559,13,115576,12,100.0,165.0,1396/11/24,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,11557.0
6005,16229571,2018-04-24,44.89,3.8538650000000003,18,134489,10,100.0,173.0,1397/02/04,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,13448.0
3351,15920077,2018-01-17,59.56,3.3747480000000003,15,179786,15,100.0,201.0,1396/10/27,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17978.0
3112,17053371,2018-11-03,53.64,6.338553,1,138616,21,100.0,340.0,1397/08/12,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,13861.0
1749,17179507,2018-12-12,146.0,6.609589,0,178484,15,100.0,965.0,1397/09/21,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-12-01,17848.0
3745,16843843,2018-09-05,134.88,12.344306,31,13947,5,100.0,1665.0,1397/06/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,13947.0
334,17027525,2018-10-25,66.23,5.200272,1,136677,17,100.0,344.414,1397/08/03,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,13667.0
2355,16648864,2018-07-22,70.92,3.348844,13,117886,12,100.0,237.5,1397/04/31,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,11788.0
897,16366318,2018-05-24,124.2,8.454106,17,143693,6,100.0,1050.0,1397/03/03,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14369.0
677,16365429,2018-05-23,117.47,9.151273,28,19496,3,100.0,1075.0,1397/03/02,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,19496.0
6168,15993652,2018-02-05,118.4,4.64527,1,115484,12,100.0,550.0,1396/11/16,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,11548.0
1728,17062006,2018-11-05,59.3,6.441821,27,168771,4,100.0,382.0,1397/08/14,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-11-01,16877.0
263,16241189,2018-04-27,110.0,6.0,2,145899,2,100.0,660.0,1397/02/07,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,14589.0
4884,16691374,2018-07-31,125.0,7.2,0,176583,14,100.0,900.0,1397/05/09,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,17658.0
4328,17154516,2018-12-05,133.0,9.398496000000002,0,176581,14,100.0,1250.0,1397/09/14,مسکوني,بتونی,2018-01-01,2018-10-01,2018-12-01,17658.0
6586,15996727,2018-02-06,120.0,5.2083330000000005,26,178664,15,100.0,625.0,1396/11/17,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17866.0
6334,16575992,2018-07-07,73.0,6.917808,14,147391,5,100.0,505.0,1397/04/16,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,14739.0
1862,15970368,2018-01-30,63.5,5.511811,13,155499,7,100.0,350.0,1396/11/10,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,15549.0
6366,17069939,2018-11-10,123.3,14.533657999999999,7,146961,5,100.0,1792.0,1397/08/19,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14696.0
1937,17118720,2018-11-25,86.31,6.256517,57,113881,11,100.0,540.0,1397/09/04,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,11388.0
6724,17093142,2018-11-17,63.92,12.593867,5,148497,5,100.0,805.0,1397/08/26,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14849.0
5947,16240883,2018-04-27,75.0,7.2,1,145874,2,100.0,540.0,1397/02/07,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,14587.0
6141,16374241,2018-05-26,81.0,8.765432,0,168399,4,100.0,710.0,1397/03/05,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,16839.0
515,16559002,2018-07-03,93.0,12.978495,0,148764,5,100.0,1207.0,1397/04/12,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,14876.0
2880,16111402,2018-03-06,29.79,3.9442769999999996,3,163566,8,100.0,117.5,1396/12/15,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-03-01,16356.0
2795,17176466,2018-12-12,133.23,12.759889,6,148476,5,100.0,1700.0,1397/09/21,مسکوني,بتونی,2018-01-01,2018-10-01,2018-12-01,14847.0
3109,17182672,2018-12-13,48.0,7.0833330000000005,0,135779,10,100.0,340.0,1397/09/22,مسکوني,فلزی,2018-01-01,2018-10-01,2018-12-01,13577.0
1136,16787801,2018-08-21,42.09,5.298171,1,176366,14,100.0,223.0,1397/05/30,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,17636.0
33,16648836,2018-07-22,93.08,6.01633,8,168695,4,100.0,560.0,1397/04/31,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,16869.0
2153,15928578,2018-01-20,44.13,2.719239,9,164375,8,100.0,120.0,1396/10/30,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16437.0
1567,15870286,2018-01-06,61.33,3.3425730000000002,1,176471,14,100.0,205.0,1396/10/16,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17647.0
1350,16715038,2018-08-05,71.2,4.297753,10,137378,18,100.0,306.0,1397/05/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13737.0
1556,16100373,2018-03-04,69.59,5.316856,17,145473,2,100.0,370.0,1396/12/13,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14547.0
1794,16492738,2018-06-21,58.28,8.716541000000001,5,148471,5,100.0,508.0,1397/03/31,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14847.0
4975,16260963,2018-05-01,105.0,8.047619000000001,3,145487,5,100.0,845.0,1397/02/11,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14548.0
2677,16008751,2018-02-08,43.66,5.176362999999999,2,176763,14,100.0,226.0,1396/11/19,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17676.0
1111,16118028,2018-03-08,145.0,9.655172,1,14787,5,100.0,1400.0,1396/12/17,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14787.0
4073,15997469,2018-02-06,137.95,5.436751999999999,2,144373,2,100.0,750.0,1396/11/17,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,14437.0
5197,15950262,2018-01-24,43.06,5.10915,46,14156,6,100.0,220.0,1396/11/04,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,14156.0
4413,16893815,2018-09-18,50.0,22.0,0,166963,4,100.0,1100.0,1397/06/27,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,16696.0
3286,16592340,2018-07-10,66.0,3.090909,0,136589,16,100.0,204.0,1397/04/19,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,13658.0
1604,16311803,2018-05-13,79.87,6.16001,14,19596,3,100.0,492.0,1397/02/23,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,19596.0
3771,16132529,2018-03-12,46.0,2.608696,1,133863,11,100.0,120.0,1396/12/21,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-03-01,13386.0
2884,16381515,2018-05-27,47.22,5.040237,15,131383,11,100.0,238.0,1397/03/06,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13138.0
1529,16921266,2018-09-27,130.49,15.671698999999998,13,154783,3,100.0,2045.0,1397/07/05,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,15478.0
5165,16658138,2018-07-24,94.49,10.424384,4,19586,3,100.0,985.0,1397/05/02,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,19586.0
5698,16432624,2018-06-09,43.12,5.032468,6,134664,10,100.0,217.0,1397/03/19,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,13466.0
2341,16103558,2018-03-05,148.0,12.898649,4,19317,1,100.0,1909.0,1396/12/14,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,19317.0
60,16401292,2018-05-30,94.3,8.006363,5,165469,4,100.0,755.0,1397/03/09,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,16546.0
1926,16763990,2018-08-15,35.29,3.8112779999999997,7,177478,14,100.0,134.5,1397/05/24,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,17747.0
2362,16747394,2018-08-12,112.0,11.0,0,147483,5,100.0,1232.0,1397/05/21,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,14748.0
3659,15858017,2018-01-02,114.94,6.612145,1,147881,5,100.0,760.0,1396/10/12,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14788.0
